ORG_NAME	BHRRC_URL
Travelex	T/Travelex
Trendwest Resorts (part of Wyndham)	T/TrendwestResortspartofWyndham
Tribes Travel	T/TribesTravel
Tribune Company	T/TribuneCompany
Trico Products (part of Tomkins)	T/TricoProductspartofTomkins
Trigem	T/Trigem
Trillium Corporation	T/TrilliumCorporation
Triodos Bank	T/TriodosBank
Triple Canopy	T/TripleCanopy
Triton Energy (part of Amerada Hess)	T/TritonEnergypartofAmeradaHess
Triumph International	T/TriumphInternational
Triveni Sugar	T/TriveniSugar
Tropical Farm Management	T/TropicalFarmManagement
Tropicana (part of PepsiCo)	T/TropicanapartofPepsiCo
Tsinghua Tongfang	T/TsinghuaTongfang
Tsogo Sun (joint venture Tsogo Investments & SABMiller)	T/TsogoSunjointventureTsogoInvestmentsSABMiller
tt Timber Group	T/ttTimberGroup
Tucson Electric Power (part of Unisource)	T/TucsonElectricPowerpartofUnisource
TUI	T/TUI
Tullow Oil	T/TullowOil
Tully Construction	T/TullyConstruction
Tully's Coffee	T/TullysCoffee
Turbomeca (part of Snecma)	T/TurbomecapartofSnecma
Turkcell	T/Turkcell
Turkish Petroleum (TPAO)	T/TurkishPetroleumTPAO
Turner Broadcasting (part of Time Warner)	T/TurnerBroadcastingpartofTimeWarner
Turner Construction	T/TurnerConstruction
TVI (Toronto Ventures Incorporated) Pacific	T/TVITorontoVenturesIncorporatedPacific
TVS	T/TVS
Tweezerman	T/Tweezerman
Twentieth Century Fox (see 20th Century Fox)	T/TwentiethCenturyFoxsee20thCenturyFox
Twinings (part of Associated British Foods)	T/TwiningspartofAssociatedBritishFoods
Twins Enterprise	T/TwinsEnterprise
TXU	T/TXU
Tyco	T/Tyco
Tyson	T/Tyson
UAL (see United Airlines)	U/UALseeUnitedAirlines
UBS	U/UBS
UGI Utilities	U/UGIUtilities
Ukrspetsexport	U/Ukrspetsexport
ULBA	U/ULBA
Umbro	U/Umbro
Umeme	U/Umeme
Umgeni Water	U/UmgeniWater
Umicore	U/Umicore
UmweltBank	U/UmweltBank
Unaxis	U/Unaxis
Under Armour	U/UnderArmour
Unibail	U/Unibail
Unibanco (União de Bancos Brasileiros)	U/UnibancoUniodeBancosBrasileiros
Unicredito Italiano	U/UnicreditoItaliano
Unidad Editorial	U/UnidadEditorial
Uniden	U/Uniden
Unifrutti	U/Unifrutti
Uniland	U/Uniland
Unilever	U/Unilever
Unimarc	U/Unimarc
Unimasters Logistics Group	U/UnimastersLogisticsGroup
Union Bank of California	U/UnionBankofCalifornia
Union Carbide (part of Dow)	U/UnionCarbidepartofDow
Union Coffee Roasters	U/UnionCoffeeRoasters
Unión de Cervecerías Peruanas Backus y Johnston SAA (parte de SABMiller)	U/UnindeCervecerasPeruanasBackusyJohnstonSAApartedeSABMiller
Unión Fenosa	U/UninFenosa
Union Pacific	U/UnionPacific
Unisource	U/Unisource
Unisys	U/Unisys
United Airlines	U/UnitedAirlines
United Biscuits	U/UnitedBiscuits
United Business Media	U/UnitedBusinessMedia
United States Enrichment [part of USEC]	U/UnitedStatesEnrichmentpartofUSEC
United States Steel	U/UnitedStatesSteel
United Technologies	U/UnitedTechnologies
United Utilities	U/UnitedUtilities
United Water (part of Suez)	U/UnitedWaterpartofSuez
Unity Resources Group	U/UnityResourcesGroup
Unity Trust Bank	U/UnityTrustBank
Universal Corporation	U/UniversalCorporation
Universal Corporation (Kenya)	U/UniversalCorporationKenya
Universal Forestry	U/UniversalForestry
Univision	U/Univision
Unocal (part of Chevron)	U/UnocalpartofChevron
Unomedical	U/Unomedical
UnumProvident	U/UnumProvident
UPM	U/UPM
UPS	U/UPS
UralSib	U/UralSib
Urban Outfitters	U/UrbanOutfitters
URS	U/URS
US Airways	U/USAirways
US Bancorp	U/USBancorp
USAA	U/USAA
USEC	U/USEC
UTI Bank	U/UTIBank
V&S Group	V/VSGroup
VA Tech Hydro (part of Andritz)	V/VATechHydropartofAndritz
Vaaldiam Resources	V/VaaldiamResources
Vacsera	V/Vacsera
Vail Resorts	V/VailResorts
Valeo	V/Valeo
Valero Energy	V/ValeroEnergy
Van Cleef & Arpels (part of Richemont)	V/VanCleefArpelspartofRichemont
Van de Stadt	V/VandeStadt
Van Rees	V/VanRees
VanCity	V/VanCity
Vanco Energy	V/VancoEnergy
Vanguard	V/Vanguard
Vanguard Car Rental	V/VanguardCarRental
Vanke	V/Vanke
Varig (Viação Aérea Rio-Grandense)	V/VarigViaoAreaRio-Grandense
Vasto Legno	V/VastoLegno
Vattenfall	V/Vattenfall
VaxIntel	V/VaxIntel
VEBA Broumov	V/VEBABroumov
Vector Capital	V/VectorCapital
Vedanta Resources	V/VedantaResources
VediorBis (part of Vedior)	V/VediorBispartofVedior
Veidekke	V/Veidekke
Veillon	V/Veillon
Vendex KBB (see Royal Vendex KBB)	V/VendexKBBseeRoyalVendexKBB
Venoco	V/Venoco
Ventria Biosciences	V/VentriaBiosciences
Veolia Environnement (formerly Vivendi)	V/VeoliaEnvironnementformerlyVivendi
Veracel (joint venture Aracruz Celulose & Stora Enso)	V/VeraceljointventureAracruzCeluloseStoraEnso
Verisign	V/Verisign
Verizon	V/Verizon
Vestas Wind Systems	V/VestasWindSystems
Vestel	V/Vestel
Vestergaard Frandsen	V/VestergaardFrandsen
Vetco Gray (part of Vetco International)	V/VetcoGraypartofVetcoInternational
Vetco International	V/VetcoInternational
VF Corp	V/VFCorp
Viacom	V/Viacom
Viajes Mogador	V/ViajesMogador
Vianova	V/Vianova
Vicente Trapani	V/VicenteTrapani
Vickers Defence (part of Alvis Vickers)	V/VickersDefencepartofAlvisVickers
Victor Bout	V/VictorBout
Victoria's Secret (part of Limited Brands)	V/VictoriasSecretpartofLimitedBrands
Videocon	V/Videocon
Vietnam Airlines	V/VietnamAirlines
Vijayadeep Laboratories	V/VijayadeepLaboratories
Villacero	V/Villacero
Vinci	V/Vinci
Vinnell (part of Northrop Grumman)	V/VinnellpartofNorthropGrumman
Vintage Petroleum	V/VintagePetroleum
Vion (part of Sovion)	V/VionpartofSovion
Virax Holdings	V/ViraxHoldings
Virgin Atlantic (joint venture Virgin Group & Singapore Airlines)	V/VirginAtlanticjointventureVirginGroupSingaporeAirlines
Virgin Blue (part of Virgin Group)	V/VirginBluepartofVirginGroup
Virgin Group	V/VirginGroup
Virgin Mobile	V/VirginMobile
Virgin Trains (part of Virgin Group)	V/VirginTrainspartofVirginGroup
Visa Group	V/VisaGroup
Visa International	V/VisaInternational
Visa Steel (part of Visa Group)	V/VisaSteelpartofVisaGroup
Visteon	V/Visteon
Visy	V/Visy
Vitinka	V/Vitinka
Vivendi (see Veolia Environnement & Vivendi Universal)	V/VivendiseeVeoliaEnvironnementVivendiUniversal
Vivendi Universal	V/VivendiUniversal
Vodafone	V/Vodafone
Voestalpine	V/Voestalpine
Voith	V/Voith
Volcafe (part of ED&F Man)	V/VolcafepartofEDFMan
Volkswagen	V/Volkswagen
Volvo Car (part of Ford)	V/VolvoCarpartofFord
Volvo Group	V/VolvoGroup
Vonage	V/Vonage
Voronezhsynthezkauchuk	V/Voronezhsynthezkauchuk
Votorantim	V/Votorantim
Vought Aircraft	V/VoughtAircraft
VTech	V/VTech
W. R. Grace	W/WRGrace
Waagner-Biro	W/Waagner-Biro
Wachovia	W/Wachovia
Wackenhut (part of Group 4 Securicor)	W/WackenhutpartofGroup4Securicor
Waffle House	W/WaffleHouse
Wah Shing Toys	W/WahShingToys
Waitrose (part of John Lewis Partnership)	W/WaitrosepartofJohnLewisPartnership
Wal-Mart	W/Wal-Mart
Wal-Mart de Mexico (Walmex)	W/Wal-MartdeMexicoWalmex
Waldo's Mart	W/WaldosMart
Walgreen	W/Walgreen
Walkers	W/Walkers
Walt Disney	W/WaltDisney
WAMCO Nigeria (part of Friesland Coberco)	W/WAMCONigeriapartofFrieslandCoberco
Wanda Group Share	W/WandaGroupShare
Wanxiang Group	W/WanxiangGroup
Warehouse	W/Warehouse
Warnaco	W/Warnaco
Warner Bros. (part of Time Warner)	W/WarnerBrospartofTimeWarner
Warner-Lambert (part of Pfizer)	W/Warner-LambertpartofPfizer
Washington Group	W/WashingtonGroup
Washington Mutual	W/WashingtonMutual
Waste Management	W/WasteManagement
Water and Sanitation Services South Africa (part of Suez)	W/WaterandSanitationServicesSouthAfricapartofSuez
Watercare Services	W/WatercareServices
Weatherford International	W/WeatherfordInternational
Websense	W/Websense
Weda Bay Minerals	W/WedaBayMinerals
Weinberg Group	W/WeinbergGroup
Weleda	W/Weleda
Wellcome (part of Jardine Matheson)	W/WellcomepartofJardineMatheson
Wellpoint	W/Wellpoint
Wells Fargo	W/WellsFargo
Wendy's	W/Wendys
Wessex Water	W/WessexWater
West Africa Milk Company (see WAMCO Nigeria)	W/WestAfricaMilkCompanyseeWAMCONigeria
West Bromwich Building Society	W/WestBromwichBuildingSociety
West Coast Paper Mills	W/WestCoastPaperMills
West LB	W/WestLB
Western Areas	W/WesternAreas
Western Mining	W/WesternMining
Western Seed Company	W/WesternSeedCompany
Western Union (part of First Data)	W/WesternUnionpartofFirstData
Westfield	W/Westfield
Westinghouse	W/Westinghouse
Westpac	W/Westpac
Westpoint Stevens	W/WestpointStevens
Weyerhaeuser	W/Weyerhaeuser
WH Smith	W/WHSmith
Wharf Holdings	W/WharfHoldings
Wheaton River Minerals (part of GoldCorp)	W/WheatonRiverMineralspartofGoldCorp
Whirlpool	W/Whirlpool
Whitbread	W/Whitbread
White Lodging Services	W/WhiteLodgingServices
White Martins Gases Industriais (part of Praxair)	W/WhiteMartinsGasesIndustriaispartofPraxair
Whitehall Jewellers	W/WhitehallJewellers
WhiteWave Foods (part of Dean Foods)	W/WhiteWaveFoodspartofDeanFoods
Whole Foods Market	W/WholeFoodsMarket
Wijma	W/Wijma
Wild Oats	W/WildOats
Wilkinson Hardware	W/WilkinsonHardware
William Hill	W/WilliamHill
Williams Companies	W/WilliamsCompanies
Williams Sonoma	W/WilliamsSonoma
Williamson Magor	W/WilliamsonMagor
Willis	W/Willis
Wilmar	W/Wilmar
Windstar Cruises (part of Carnival)	W/WindstarCruisespartofCarnival
Wing Tai Holdings	W/WingTaiHoldings
Winn-Dixie	W/Winn-Dixie
Winsome Group	W/WinsomeGroup
Wintershall	W/Wintershall
Wipro	W/Wipro
Wisekey	W/Wisekey
WMC Resources	W/WMCResources
WNS	W/WNS
Wockhardt	W/Wockhardt
Wolseley	W/Wolseley
Wolters Kluwer	W/WoltersKluwer
Wolverine World Wide	W/WolverineWorldWide
Woolrich	W/Woolrich
Woolworths Group	W/WoolworthsGroup
Woolworths Holdings	W/WoolworthsHoldings
Woolworths Limited	W/WoolworthsLimited
Woongjin Coway	W/WoongjinCoway
Working Assets	W/WorkingAssets
Workwear Lanka	W/WorkwearLanka
World's Finest Chocolate	W/WorldsFinestChocolate
WorldCom (now MCI)	W/WorldComnowMCI
Worldspan	W/Worldspan
WorleyParsons	W/WorleyParsons
WPP	W/WPP
WPS Resources	W/WPSResources
WTK	W/WTK
Wyeth	W/Wyeth
Wyndham	W/Wyndham
Xansa	X/Xansa
Xcel Energy	X/XcelEnergy
Xerox	X/Xerox
Xian Aircraft	X/XianAircraft
Xiaoerbulak Spirits	X/XiaoerbulakSpirits
XinAo	X/XinAo
Xingtai Iron & Steel	X/XingtaiIronSteel
Xinjiang Kangyoumei Grains and Oils	X/XinjiangKangyoumeiGrainsandOils
Xinpeng Industrial Combustion Engineering	X/XinpengIndustrialCombustionEngineering
Xinwen Mining	X/XinwenMining
Xiyang	X/Xiyang
Xstrata	X/Xstrata
XTO Energy	X/XTOEnergy
Ya Hsin Industrial	Y/YaHsinIndustrial
Yahoo!	Y/Yahoo
Yamaha	Y/Yamaha
Yamana Gold	Y/YamanaGold
Yancheng Fuyuan Chemical	Y/YanchengFuyuanChemical
Yangon Airways	Y/YangonAirways
Yanzhou Coal	Y/YanzhouCoal
Yaoyou Pharmaceutical (part of Fosun)	Y/YaoyouPharmaceuticalpartofFosun
Yazaki	Y/Yazaki
Yell Group	Y/YellGroup
Yes Bank	Y/YesBank
Yida Group	Y/YidaGroup
Yilmazlar	Y/Yilmazlar
Yingtong Group	Y/YingtongGroup
Yizheng Shuanghuan Piston Ring (CYPR)	Y/YizhengShuanghuanPistonRingCYPR
Yoojin Engineering	Y/YoojinEngineering
Yorkshire Water	Y/YorkshireWater
YouTube (part of Google)	Y/YouTubepartofGoogle
Yudean (see Guangdong Yudean Group)	Y/YudeanseeGuangdongYudeanGroup
Yue Wing Cheong	Y/YueWingCheong
Yue Yuen	Y/YueYuen
Yuhan-Kimberly (joint venture Yuhan & Kimberly-Clark)	Y/Yuhan-KimberlyjointventureYuhanKimberly-Clark
Yukon Nevada Gold	Y/YukonNevadaGold
Yukos	Y/Yukos
YUM!	Y/YUM
Yunnan Huaneng Lancang River Hydropower (part of China Huaneng)	Y/YunnanHuanengLancangRiverHydropowerpartofChinaHuaneng
"Yunnan Joint Power Development (joint venture Yunnan Huaneng Lancang River Hydropower, Yunnan Power Grid, YMEC)"	Y/YunnanJointPowerDevelopmentjointventureYunnanHuanengLancangRiverHydropowerYunnanPowerGridYMEC
Yunnan Machinery & Equipment Import & Export (YMEC)	Y/YunnanMachineryEquipmentImportExportYMEC
Yunnan Power Grid (part of China Southern Power Grid)	Y/YunnanPowerGridpartofChinaSouthernPowerGrid
Zale	Z/Zale
Zambia Copper Investments	Z/ZambiaCopperInvestments
Zambia-China Mulungushi Textiles (joint venture Qingdao Textile & Zambia Ministry of Defence)	Z/Zambia-ChinaMulungushiTextilesjointventureQingdaoTextileZambiaMinistryofDefence
Zara (part of Inditex)	Z/ZarapartofInditex
Zee	Z/Zee
Zephyr-Graf-X	Z/Zephyr-Graf-X
ZMQ Software Systems	Z/ZMQSoftwareSystems
Zoglobek	Z/Zoglobek
ZTE	Z/ZTE
Zunyi Titanium	Z/ZunyiTitanium
Zurich	Z/Zurich
Zydus Cadila	Z/ZydusCadila
24 Hour Fitness	Other/24HourFitness
20th Century Fox (part of News Corp)	Other/20thCenturyFoxpartofNewsCorp
3 Mobile (part of Hutchison Whampoa)	Other/3MobilepartofHutchisonWhampoa
180 Connect	Other/180Connect
3 Suisses	Other/3Suisses
3M	Other/3M
3i	Other/3i
7 UP (see Seven Up)	Other/7UPseeSevenUp
